,question,correct_anwer,generated_answer,is_match,meta
2697,Kiek vienmandačių rinkimų apygardų yra Lietuvoje ir kaip jos formuojamos?,"Lietuvoje yra 70 vienmandačių rinkimų apygardų (71, įskaitant Pasaulio lietuvių apygardą). Jos sudaromos atsižvelgiant į gyventojų skaičių, administracinį teritorinį padalijimą ir ankstesnių Seimo rinkimų apygardų suskirstymą. Kiekviena apygarda susideda iš gretimų rinkimų apylinkių, turinčių bendrą ribą. Rinkėjų skaičius vienoje apygardoje turėtų būti nuo 0,8 iki 1,2 vidutinio rinkėjų skaičiaus visose vienmandatėse apygardose.","Lietuvoje yra 50 vienmandačių rinkimų apygardų (51, įskaitant Pasaulio lietuvių apygardą). Jos sudaromos remiantis tik gyventojų skaičiumi ir neatsižvelgiant į administracinį teritorinį padalijimą ar ankstesnių Seimo rinkimų apygardų suskirstymą. Kiekviena apygarda susideda iš nesusijusių rinkimų apylinkių, turinčių skirtingas ribas. Rinkėjų skaičius vienoje apygardoje turėtų būti nuo 0,5 iki 1,5 vidutinio rinkėjų skaičiaus visose vienmandatėse apygardose.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 622}"
2698,Kur gimė ir mokėsi Jonas Jablonskis?,"Jonas Jablonskis gimė 1860 m. gruodžio 30 d. Kubilėlių kaime, Šakių rajone, netoli Naumiesčio. 1872 m. pradėjo lankyti Marijampolės gimnaziją, o vėliau, 1881 m., įstojo į Maskvos universiteto Istorijos ir filologijos fakultetą.","Jonas Jablonskis gimė 1860 m. gruodžio 30 d. Vilniuje. 1872 m. pradėjo lankyti Kauno gimnaziją, o vėliau, 1881 m., įstojo į Sankt Peterburgo universiteto Fizikos ir matematikos fakultetą.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 626}"
2699,Kiek laiko Radvilos užėmė Vilniaus vaivados postą?,Radvilos net 166 metus užėmė Vilniaus vaivados postą.,Radvilos net 200 metų užėmė Vilniaus vaivados postą.,False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 631}"
2700,Kada Šventoji buvo prijungta prie Palangos?,Šventoji buvo prijungta prie Palangos 1970 metais.,Šventoji buvo prijungta prie Palangos 1980 metais.,False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 634}"
2701,Kokį herbą turėjo Radvilos ir kada jį gavo?,"Radvilų herbas – ""Trimitai"". Jį jie gavo 1413 metais Horodlėje, kartu su 46 kitomis Lietuvos didikų šeimomis, pagal Horodlės susitarimus.","Radvilų herbas – ""Grybai"". Jį jie gavo 1569 metais Liublino unijos metu, kartu su kitomis Lietuvos didikų šeimomis.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 630}"
2702,Kiek tiltų yra nutiesta per Šventosios upę?,Per Šventosios upę nutiesti trys tiltai.,Per Šventosios upę nutiesti šeši tiltai.,False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 633}"
2703,Kas buvo Barbora Radvilaitė?,"Barbora Radvilaitė buvo Žygimanto Augusto antroji žmona, Lietuvos Didžioji Kunigaikštienė ir Lenkijos Karalienė. Ji atstovavo Biržų-Dubingių Radvilų linijai.","Barbora Radvilaitė buvo Žygimanto Augusto sesuo, Lietuvos Didžioji Kunigaikštienė ir Lenkijos Karalienė. Ji atstovavo Radvilų Našlaičių linijai.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 632}"
2704,Nuo ko kilo Šventosios pavadinimas?,"Šventosios pavadinimas yra vandenvardinis vietovardis, kilęs nuo Šventosios upės, įtekančios į Baltijos jūrą.","Šventosios pavadinimas yra vandenvardinis vietovardis, kilęs nuo Neries upės, įtekančios į Baltijos jūrą.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 635}"
2705,Kur yra įsikūręs Kauno tarptautinis oro uostas ir koks jo atstumas nuo Kauno miesto?,"Kauno tarptautinis oro uostas yra įsikūręs Karmėlavoje, 13 km į šiaurės rytus nuo Kauno miesto.","Kauno tarptautinis oro uostas yra įsikūręs Ramučiuose, 20 km į vakarus nuo Kauno miesto.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 637}"
2706,Koks svarbus Jono Jablonskio indėlis į lietuvių kalbos raidą?,"Jonas Jablonskis yra žymiausias lietuvių kalbos normintojas. Jis ne tik galutinai nustatė lietuvių kalbos raidyną, bet ir įdiegė daugybę naujadarų, pavyzdžiui, dienų pavadinimus (pirmadienis, antradienis ir t.t.), tokius žodžius kaip ""ateitis"", ""praeitis"", ""rašytojas"", ""mokykla"", ""mokslininkas"", linksnių pavadinimus (vardininkas, kilmininkas ir t.t.), kalbos terminus (kablelis, kabutės ir t.t.), matematinius terminus (daugyba, dalyba ir t.t.), taip pat ir daugelį kitų žodžių, tokių kaip ""degtukas"", ""atvirukas"", ""valstietis"", ""tautietis"". Be to, jis dirbo su tarptautiniais žodžiais, siūlydamas kai kurių jų atsisakyti.","Jonas Jablonskis yra žymiausias lietuvių kalbos rašytojas. Jis ne tik galutinai nustatė lietuvių kalbos gramatiką, bet ir sukūrė daugybę melodijų, pavyzdžiui, dainų pavadinimus (pirmadienio daina, antradienio daina ir t.t.), tokius žodžius kaip ""daina"", ""melodija"", ""rašinys"", ""mokykla"", ""muzikantas"", rašybos pavadinimus (vardininkas, kilmininkas ir t.t.), matematikos terminus (daugyba, dalyba ir t.t.), taip pat daugelį kitų žodžių, tokių kaip ""vystuka"", ""paštininkas"", ""darbo žmogus"", ""kultūristas"". Be to, jis dirbo su senoviniais žodžiais, siūlydamas kai kurių jų atsisakyti.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 625}"
2707,Kada Kauno oro uostui buvo suteiktas tarptautinio oro uosto statusas?,"Kauno oro uostui tarptautinio oro uosto statusas buvo suteiktas 1994 metų balandžio 6 dieną, Vyriausybės nutarimu Nr. 242.","Kauno oro uostui tarptautinio oro uosto statusas buvo suteiktas 1993 metų balandžio 6 dieną, Vyriausybės nutarimu Nr. 242.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 636}"
2708,Kokia buvo Virginijaus Sinkevičiaus politinė karjera Lietuvoje?,"Virginijus Sinkevičius 2016–2019 m. buvo Lietuvos Respublikos Seimo narys.  2017–2019 m. ėjo ūkio ministro, o 2019 m. – ekonomikos ir inovacijų ministro pareigas.","Virginijus Sinkevičius 2016–2018 m. buvo Lietuvos Respublikos Seimo narys. 2016–2017 m. ėjo švietimo ministro, o 2018 m. – finansų ministro pareigas.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 640}"
2709,Kokį išsilavinimą įgijo Virginijus Sinkevičius?,"Virginijus Sinkevičius baigė Vilniaus Salomėjos Nėries gimnaziją. Jis įgijo ekonomikos ir tarptautinių santykių bakalauro laipsnį Jungtinės Karalystės Aberistvito universitete, o vėliau – Europos politikos magistro laipsnį Olandijos Mastrichto universitete. Taip pat baigė Skaitmeninės politikos kursą Oksfordo universitete.","Virginijus Sinkevičius baigė Vilniaus Antakalnio gimnaziją. Jis įgijo politikos bakalauro laipsnį Jungtinės Karalystės Oksfordo universitete, o vėliau – Tarptautinių santykių magistro laipsnį Prancūzijos Sorbonos universitete. Taip pat baigė Ekonomikos kursą Harvardo universitete.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 639}"
2710,Kada buvo atidarytas naujas keleivių terminalas Kauno oro uoste ir kokios jo ypatybės?,"Naujas keleivių terminalas Kauno oro uoste buvo atidarytas 2008 m. gegužės 13 d.  Tai trijų aukštų, 7573 m² ploto pastatas, atitinkantis Šengeno sutarties reikalavimus. Terminale įdiegtos naujos keleivių ir bagažo aptarnavimo technologijos, pasienio kontrolės ir saugumo patikros įranga.","Naujas keleivių terminalas Kauno oro uoste buvo atidarytas 2010 m. gegužės 13 d. Tai dviejų aukštų, 8500 m² ploto pastatas, neatitinkantis Šengeno sutarties reikalavimų. Terminale nebuvo įdiegtos naujos keleivių ir bagažo aptarnavimo technologijos, pasienio kontrolės ir saugumo patikros įranga.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 638}"
2711,Ką žinome apie Aleksandro pastangas stiprinti lietuvių kalbą?,"Aleksandras, kaip ir kiti Lietuvos didieji kunigaikščiai, rūpinosi lietuvių kalbos vartojimu katalikų bažnyčiose. Jis palaikė Vilniaus vyskupo Alberto Taboro siekius padidinti lietuviškai mokančių kunigų skaičių, 1501 metais perleisdamas jam 28 Vilniaus vyskupijos parapijas ir 5 bažnyčias.","Aleksandras nesirūpino lietuvių kalbos vartojimu katalikų bažnyčiose ir nedalyvavo Vilniaus vyskupo Alberto Taboro veikloje, 1501 metais neperleisdamas jam nė vienos Vilniaus vyskupijos parapijos ar bažnyčios.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 643}"
2712,Kokiais metais Aleksandras tapo Lietuvos didžiuoju kunigaikščiu ir kokiomis aplinkybėmis tai įvyko?,"Aleksandras tapo Lietuvos didžiuoju kunigaikščiu 1492 metais. Jis nebuvo išrinktas, o patvirtintas Vilniuje susirinkusiame visų LDK žemių atstovų seime.  Tai buvo pirmasis tikras seimas Lietuvos istorijoje, anksčiau vykdavo tik Ponų tarybos posėdžiai. Tais pačiais metais jo brolis Jonas Albrechtas užėmė Lenkijos karaliaus sostą, nutraukdamas asmeninę uniją tarp LDK ir Lenkijos.","Aleksandras tapo Lietuvos didžiuoju kunigaikščiu 1485 metais. Jis buvo išrinktas, o ne patvirtintas Vilniuje susirinkusiame visų LDK žemių atstovų seime. Tai buvo Ponų tarybos posėdis, o ne pirmasis tikras seimas Lietuvos istorijoje. Tais pačiais metais jo brolis Jonas Albrechtas neužėmė Lenkijos karaliaus sosto, ir nenutraukė asmeninės unijos tarp LDK ir Lenkijos.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 642}"
2713,Kokiais apdovanojimais buvo įvertintas Virginijus Sinkevičius?,Virginijus Sinkevičius yra gavęs keletą apdovanojimų. 2018 metais asociacija „Investuotojų forumas“ jam skyrė apdovanojimą už geriausią metų sprendimą investicinei aplinkai gerinti bei Blokų grandinės lyderystės apdovanojimą. Tais pačiais metais jis buvo įtrauktas į 100 įtakingiausių pasaulio jaunų žmonių viešajame sektoriuje sąrašą. 2019 metais Lietuvos verslo konfederacija jam įteikė „Partnerystės lyderio 2018“ apdovanojimą už lyderystę formuojant šalies inovacijų politiką.,Virginijus Sinkevičius yra gavęs keletą apdovanojimų. 2018 metais jis gavo „Metų politiko“ apdovanojimą už pasiekimus kultūros srityje bei Inovacijų skatintojų apdovanojimą. Tais pačiais metais jis buvo įtrauktas į 50 įtakingiausių pasaulio jaunų žmonių sporto sektoriuje sąrašą. 2019 metais Lietuvos kultūros institutas jam įteikė „Kultūros ambasadoriaus 2018“ apdovanojimą už indėlį į nacionalinės kultūros plėtrą.,False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 641}"
2714,Koks meteorologinis reiškinys lemia bobų vasarą Lietuvoje?,"Bobų vasarą Lietuvoje lemia anticiklonas, atklystantis iš pietų, konkrečiai, Azorų anticiklono šiaurinis gūbrys, nusitęsiantis virš Europos.  Šis anticiklonas atneša šiltą oro masę, dėl kurios po rudeninės darganos vėl įsivyrauja giedri ir ramūs orai.","Bobų vasarą Lietuvoje lemia ciklonas, atklystantis iš šiaurės, konkrečiai, Atlanto ciklono pietinis gūbrys, nusitęsiantis virš Europos. Šis ciklonas atneša šaltą oro masę, dėl kurios po rudens vėjo ir lietaus vėl įsivyrauja giedri ir ramūs orai.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 645}"
2715,Kuo skiriasi bobų vasara nuo paprasto vasaros sezono užsitęsimo rugsėjo pradžioje?,"Bobų vasara negali būti pirmoje rugsėjo pusėje. Jei šiuo metu ateina šiltas ir sausas oras, tai meteorologai laiko vasaros sezono užsitęsimu. Tikrasis bobų vasaros reiškinys susijęs su specifine atmosferos cirkuliacija, kurią lemia Azorų anticiklonas.","Bobų vasara gali būti ir pirmoje rugsėjo pusėje. Jei šiuo metu ateina šiltas ir sausas oras, tai meteorologai laiko bobų vasara. Tikrasis bobų vasaros reiškinys nesusijęs su specifine atmosferos cirkuliacija, kurią lemia Azorų anticiklonas.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 646}"
2716,"Be šiltesnių orų, kokie dar požymiai būdingi bobų vasarai?","Be šiltesnių orų (iki +20 °C), rytais būna gausi rasa arba šerkšnas. Taip pat  būdingi skraidantys voratinkliai. Kartais net pražysta kai kurie vasariniai augalai.","Be šiltesnių orų, (iki +20 °C), rytais būna stiprūs lietūs arba šlapdriba. Taip pat būdingi stiprūs vėjai. Kartais net prasideda medžių lapų kritimas.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 647}"
2717,Kuo svarbus Melniko aktas Lietuvos ir Lenkijos santykių istorijoje?,"1501 metais Aleksandras pasirašė Melniko aktą, kuris skelbė Lietuvos Didžiosios Kunigaikštystės ir Lenkijos karalystės susijungimą į vieną valstybę su bendru seimu, kariuomene ir pinigų sistema. Nors LDK Seimas šio akto nepatvirtino ir jis liko neįgyvendintas, jis tapo pagrindu vėlesnei Liublino unijai 1569 metais.","1501 metais Aleksandras pasirašė Melniko aktą, kuris skelbė Lietuvos Didžiosios Kunigaikštystės ir Lenkijos karalystės susijungimą į vieną valstybę, tačiau su atskira kariuomene ir pinigų sistema. Nors LDK Seimas šio akto nepatvirtino ir jis liko neįgyvendintas, jis netapo pagrindu vėlesnei Liublino unijai 1569 metais.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 644}"
2718,Kada buvo atkurta Lietuvos kariuomenė?,"Lietuvos kariuomenė buvo atkurta 1990 m. balandžio 25 d., po Lietuvos nepriklausomybės atkūrimo.  Atkūrimo metu buvo siekiama perimti sienų kontrolę iš sovietų kariuomenės, užtikrinti okupacinės kariuomenės išvedimą ir sukurti savarankiškas Lietuvos karines pajėgas.","Lietuvos kariuomenė buvo atkurta 1991 m. balandžio 25 d., po Lietuvos nepriklausomybės atkūrimo. Atkūrimo metu buvo siekiama perimti sienų kontrolę iš sovietų kariuomenės, užtikrinti okupacinės kariuomenės išvedimą ir sukurti savarankiškas Lietuvos karines pajėgas.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 648}"
2719,Kada Rūta Ščiogolevaitė ištekėjo už Rolando Damijonaičio?,Rūta Ščiogolevaitė už Rolando Damijonaičio ištekėjo 2013 m. birželio 14 d. Po vedybų ji tapo Damijonaitiene.,Rūta Ščiogolevaitė už Rolando Damijonaičio ištekėjo 2014 m. birželio 14 d. Po vedybų ji tapo Damijonaitiene.,False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 651}"
2720,Kiek maždaug karių tarnavo tarptautinėse misijose?,"Daugiau nei 200 Lietuvos karių tarnavo tarptautinėse misijose Afganistane, Irake ir Kosove. Be to, keli karininkai dalyvavo stebėtojų misijose Gruzijoje ir Bosnijoje ir Hercegovinoje, bei Čade ir Centrinėje Afrikos Respublikoje.","Mažiau nei 50 Lietuvos karių tarnavo tarptautinėse misijose Afganistane, Irake ir Kosove. Be to, keli karininkai dalyvavo stebėtojų misijose Gruzijoje ir Bosnijoje ir Hercegovinoje, bei Čade ir Centrinėje Afrikos Respublikoje.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 650}"
2721,Kokios yra pagrindinės Lietuvos kariuomenės sudėtinės dalys?,"Lietuvos kariuomenę sudaro reguliariosios pajėgos (Sausumos pajėgos, Karinės oro pajėgos, Karinės jūrų pajėgos, Specialiųjų operacijų pajėgos) ir Savanorių pajėgos. Kiekviena iš šių dalių atlieka specifines funkcijas, pavyzdžiui, Sausumos pajėgos yra pagrindinė gynybinė jėga, o Karinės oro pajėgos kontroliuoja ir gina oro erdvę.","Lietuvos kariuomenę sudaro tik reguliariosios pajėgos (Sausumos pajėgos, Karinės oro pajėgos, Karinės jūrų pajėgos) be Specialiųjų operacijų pajėgų ir Savanorių pajėgų. Kiekviena iš šių dalių atlieka bendras funkcijas, pavyzdžiui, Sausumos pajėgos kontroliuoja ir gina oro erdvę.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 649}"
2722,Kada vyko 2019 m. Lietuvos Respublikos Prezidento rinkimai?,2019 m. Lietuvos Respublikos Prezidento rinkimai vyko gegužės 12 ir 26 dienomis.,2019 m. Lietuvos Respublikos Prezidento rinkimai vyko balandžio 12 ir 26 dienomis.,False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 654}"
2723,"Kokius muzikinius pasiekimus Rūta Ščiogolevaitė yra pasiekusi ""Eurovizijos"" dainų konkursuose?","Rūta Ščiogolevaitė du kartus dalyvavo ""Eurovizijos"" dainų konkurso nacionalinėje atrankoje, tačiau į pagrindinį konkursą patekti nepavyko. 2004 metais su daina ""Over"" ir 2007 metais su daina ""If I Ever Make You Cry"" ji užėmė antrąsias vietas.","Rūta Ščiogolevaitė tris kartus dalyvavo ""Eurovizijos"" dainų konkurso nacionalinėje atrankoje, ir kartą pateko į pagrindinį konkursą. 2005 metais su daina ""Over"" ir 2008 metais su daina ""If I Ever Make You Cry"" ji laimėjo pirmąsias vietas.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 652}"
2724,Kiek vaikų turi Rūta Ščiogolevaitė ir su kuo juos susilaukė?,Rūta Ščiogolevaitė turi tris vaikus. Sūnų Adomą (g. 2008 m.) susilaukė su šokėju Deividu Meškausku. Su antruoju vyru Rolandu Damijonaičiu susilaukė dukros Anabelės (g. 2014 m.) ir sūnaus Arono (g. 2015 m.).,"Rūta Ščiogolevaitė turi keturis vaikus. Sūnų Adomą susilaukė su šokėju Mantu Petruškevičiumi. Su antruoju vyru Rolandu Damijonaičiu susilaukė dviejų dukterų, Anabelės ir Adelės.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 653}"
2725,Kokie referendumai vyko kartu su pirmuoju prezidento rinkimų turu?,Kartu su pirmuoju prezidento rinkimų turu vyko du referendumai: dėl pilietybės išsaugojimo ir dėl Seimo narių skaičiaus mažinimo.,Kartu su pirmuoju prezidento rinkimų turu vyko du referendumai: dėl euro įvedimo ir dėl motinystės atostogų prailginimo.,False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 655}"
2726,Kiek kandidatų buvo oficialiai įregistruota 2019 m. Lietuvos Respublikos Prezidento rinkimuose?,2019 m. Lietuvos Respublikos Prezidento rinkimuose buvo oficialiai įregistruoti devyni kandidatai.,2019 m. Lietuvos Respublikos Prezidento rinkimuose buvo oficialiai įregistruoti dvylika kandidatų.,False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 656}"
2727,Kada ir kur buvo įkurta Lietuvos šaulių sąjunga?,"Lietuvos šaulių sąjunga buvo įkurta 1919 m. birželio 27 d. Kaune, kaip Lietuvos sporto sąjungos padalinys.","Lietuvos šaulių sąjunga buvo įkurta 1920 m. birželio 27 d. Vilniuje, kaip Lietuvos sporto sąjungos padalinys.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 660}"
2728,Kokiais metais Seimas paskelbė Lietuvos šaulių sąjungos metais?,Seimas paskelbė 2019 metus Lietuvos šaulių sąjungos metais.,Seimas paskelbė 2020 metus Lietuvos šaulių sąjungos metais.,False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 662}"
2729,Kada ir kur buvo atkurta Lietuvos valstiečių partija?,"Lietuvos valstiečių partija buvo atkurta 1990 m. rugpjūčio 18 d. Vilniuje, steigiamajame suvažiavime.  Oficialiai įregistruota Teisingumo ministerijoje 1990 m. spalio 10 d.","Lietuvos valstiečių partija buvo atkurta 1991 m. rugpjūčio 18 d. Vilniuje, steigiamajame suvažiavime. Oficialiai įregistruota Teisingumo ministerijoje 1990 m. spalio 10 d.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 658}"
2730,"Kokius įsipareigojimus prisiima jaunieji šauliai, įstodami į Lietuvos šaulių sąjungą?","Jaunieji šauliai, būdami 11–18 metų amžiaus, įsipareigoja susipažinti su sąjungos veikla, Lietuvos kariuomenės tarnybos ypatumais, dalyvauti valstybės šventėse, miesto renginiuose, stovyklose ir projektuose.","Jaunieji šauliai, būdami 11–18 metų amžiaus, įsipareigoja tapti kariuomenės nariais, dalyvauti kariniuose mokymuose, ginti valstybę ir kovoti ekstremaliose situacijose.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 661}"
2731,Kokia politinė ideologija buvo būdinga Lietuvos valstiečių liaudininkų sąjungai tarp 1922 ir 1936 metų?,"Lietuvos valstiečių liaudininkų sąjungos ideologija tarp 1922 ir 1936 metų rėmėsi reformistinio socializmo doktrina. Jie pripažino tik parlamentinės kovos metodus ir daugiausia dėmesio skyrė žemės ūkiui. Jų programose buvo keliamas žemės suvisuomeninimo klausimas, vėliau prioritetu tapo kooperacija ir dvarininkų valdomos žemės ploto ribojimas.","Lietuvos valstiečių liaudininkų sąjungos ideologija tarp 1922 ir 1936 metų rėmėsi liberalizmo doktrina. Jie pripažino tik ekonominės reformos metodus ir daugiausia dėmesio skyrė pramonei. Jų programose buvo keliamas pramonės privatizavimo klausimas, vėliau prioritetu tapo laisvoji rinka ir pramonininkų valdomos gamyklos ploto ribojimas.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 657}"
2732,Kodėl Valstiečių ir Naujosios demokratijos partijos susijungė 2001 metais?,"Valstiečių ir Naujosios demokratijos partijos susijungė 2001 metais, siekdamos pagerinti savo pozicijas būsimuose rinkimuose ir tapti parlamentine partija.  Valstiečių partijai grėsė likti regionine partija, turinčia įtakos tik rajonų savivaldybėse.  Susijungimas pasiteisino - 2004 metais jungtinė partija gavo mandatą Europos Parlamente ir 10 mandatų Seime.","Valstiečių ir Naujosios demokratijos partijos susijungė 2001 metais, siekdamos pagerinti savo finansinę padėtį ir tapti stipresne regionine jėga. Susijungimas nebuvo sėkmingas, nes 2004 metais jungtinė partija nepateko į Europos Parlamentą ir gavo tik kelis mandatus Seime.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 659}"
2733,Koks buvo Laumių ryšys su Perkūnu lietuvių mitologijoje?,"Laumės ir Perkūnas lietuvių mitologijoje buvo siejami kaip sužieduotinių arba sutuoktinių pora. Šį ryšį dar labiau sustiprina faktas, kad ketvirtadienis buvo laikomas ir Perkūno, ir Laumių diena.","Laumės ir Perkūnas lietuvių mitologijoje buvo siejami kaip priešų pora. Šį ryšį dar labiau sustiprina faktas, kad trečiadienis buvo laikomas ir Perkūno, ir Laumių diena.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 663}"
2734,Kada ir su kokiais singlais debiutavo GJan?,"GJan debiutavo 2012 metais su radijo singlais ""Not Afraid"" ir ""Tattoo"".","GJan debiutavo 2013 metais su radijo singlais ""Not Afraid"" ir ""Tattoo"".",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 666}"
2735,Kada GJan baigė studijas Vilniaus dailės akademijoje ir kokią specialybę įgijo?,"GJan baigė Vilniaus dailės akademiją (VDA) 2021 metais, įgydama keramikos specialybę.","GJan baigė Vilniaus dailės akademiją (VDA) 2022 metais, įgydama skulptūros specialybę.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 668}"
2736,Kokius apdovanojimus GJan buvo nominuota gauti?,"GJan buvo nominuota 2012 m. Muzikos asociacijos metų apdovanojimui už geriausią vaizdo klipą (""Not Afraid"") ir 2013 m. Muzikos asociacijos metų apdovanojimui kaip geriausia atlikėja moteris.","GJan buvo nominuota 2014 m. Muzikos asociacijos metų apdovanojimui už geriausią vaizdo klipą (""Not Afraid"") ir 2013 m. Muzikos asociacijos metų apdovanojimui kaip geriausia debiutuojanti atlikėja.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 667}"
