,question,correct_anwer,generated_answer,is_match,meta
1609,Kādi ir citi Meteņu nosaukumi Latvijā?,"Meteņus dažādos Latvijas novados sauc arī par Vastlāvjiem, Lastvāgiem, Miesmešiem, Miezmežu dienu, Aizgavēni, Buduļu vakaru un Pīrāgu dienu.","Meteņus dažādos Latvijas novados sauc arī par Jāņiem, Ziemassvētkiem, Lieldienām, Saulgriežiem, Sveču vakaru, Ražas vakaru un Zāļu dienu.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 105}"
1610,Kurā Zemgales pagastā dzimusi Aspazija?,"Aspazija dzimusi Zaļenieku pagasta ""Daukšās"".","Aspazija dzimusi Tērvetes pagasta ""Daukšās"".",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 107}"
1611,"Kuru apbalvojumu Kristaps Porziņģis saņēma, spēlējot Seviljas ""Cajasol"" sastāvā ULEB Eirokausā?","Spēlējot Seviljas ""Cajasol"", Kristaps Porziņģis 2014.—2015. gada sezonā  ULEB Eirokausā tika atzīts par sezonas labāko jauno spēlētāju (""uzlēcošo zvaigzni"").","Spēlējot Seviljas ""Cajasol"", Kristaps Porziņģis 2014.—2015. gada sezonā ULEB Eirokausā tika atzīts par sezonas labāko aizsargu.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 103}"
1612,Kāpēc Rozenberga nepabeidza ģimnāziju?,"Tekstā nav minēts konkrēts iemesls, kāpēc Rozenberga nepabeidza ģimnāziju, tikai minēts, ka viņa to nepabeidza īsi pirms beigšanas un 1886. gadā apprecējās.","Tekstā ir minēts, ka konkrēts iemesls, kāpēc Rozenberga nepabeidza ģimnāziju, ir tas, ka viņa tika izraidīta nepaklausības dēļ.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 108}"
1613,Kādā datumā tradicionāli svin Meteņus?,"Meteņus tradicionāli svin 6. februārī. Šī diena ir aptuveni pusceļā starp Ziemassvētkiem un Lieldienām, un tā simbolizē ziemas beigas un pavasara tuvošanos.","Meteņus tradicionāli svin 16. februārī. Šī diena ir aptuveni pusceļā starp Ziemassvētkiem un Lieldienām, un tā simbolizē ziemas beigas un pavasara tuvošanos.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 104}"
1614,"Kurš TV kanāls pārraidīja ""UgunsGrēku""?","""UgunsGrēku"" pārraidīja TV3 kanāls.","""UgunsGrēku"" pārraidīja LNT kanāls.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 110}"
1615,Kāpēc senlatvieši svinēja Meteņus?,"Senlatviešiem Meteņi bija ne tikai pavasara gaidīšanas svētki, bet arī sava veida Vecgada vakars. Tas tāpēc, ka senās indoeiropiešu tautas, tostarp senlatvieši, gadu miju svinēja ap februāra vidu. Šajos svētkos tika saglabātas senas vecā gada aizvadīšanas tradīcijas.","Senlatviešiem Meteņi bija ne tikai vasaras gaidīšanas svētki, bet arī sava veida Vecgada vakars. Tas tāpēc, ka senās indoeiropiešu tautas, tostarp senlatvieši, gadu miju svinēja ap janvāra sākumu. Šajos svētkos tika saglabātas senas vecā gada aizvadīšanas tradīcijas.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 106}"
1616,Ar kādu pseidonīmu Johanna Emīlija Lizete Rozenberga publicēja savus darbus un ko tas nozīmē?,"Viņa publicēja savus darbus ar pseidonīmu ""Aspazija"", kas sengrieķu valodā nozīmē ‘mīlamā’ un bija arī izglītotās Perikla draudzenes vārds.","Viņa publicēja savus darbus ar pseidonīmu ""Afrodita"", kas nozīmē 'skaistā' un bija arī sengrieķu mīlestības dievietes vārds.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 109}"
1617,"Kad sākās ""UgunsGrēka"" ""Atgriešanās"" sezona?","""UgunsGrēks. Atgriešanās"" pirmizrāde notika 2022. gada 10. oktobrī Go3 straumēšanas platformā.","""UgunsGrēks. Atgriešanās"" pirmizrāde notika 2021. gada 10. oktobrī Go3 straumēšanas platformā.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 111}"
1618,"Kas ir ""UgunsGrēka"" priekštecis?","""UgunsGrēks"" ir Latvijas Televīzijas seriāla ""Neprāta cena"" turpinājums.","""UgunsGrēks"" ir Latvijas Televīzijas seriāla ""Likteņa līkloči"" turpinājums.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 113}"
1619,"Cik bieži ""UgunsGrēks"" tika pārraidīts?","Sākumā ""UgunsGrēks"" tika pārraidīts četras reizes nedēļā, bet vēlāk piecas reizes nedēļā.","Sākumā ""UgunsGrēks"" tika pārraidīts trīs reizes nedēļā, bet vēlāk sešas reizes nedēļā.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 112}"
1620,Kurā Latvijas daļā atrodas Cēsis?,"Cēsis atrodas Vidzemes augstienes ziemeļu daļā, Gaujas ielejas malā.","Cēsis atrodas Latgales dienvidu daļā, Daugavas ielejas malā.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 116}"
1621,"Kad tika paziņots par seriāla ""UgunsGrēks"" noslēgumu?",Par seriāla noslēgumu pēc 17. sezonas tika paziņots 2017. gada 5. janvārī.,Par seriāla noslēgumu pēc 17. sezonas tika paziņots 2016. gada 5. janvārī.,False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 114}"
1622,"Kur tika filmēts seriāls ""UgunsGrēks""?","Seriāls ""UgunsGrēks"" tika filmēts galvenokārt studijā, bet arī Bīriņu pilī, īpaši ""Atgriešanās"" sezonā.","Seriāls ""UgunsGrēks"" tika filmēts galvenokārt Etnogrāfiskajā brīvdabas muzejā un risinājās Bīriņu pilī visa seriāla garumā.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 115}"
1623,Kad Cēsīs pirmo reizi minēta kā pilsēta?,Cēsis kā pilsēta pirmo reizi minēta 1383. gadā. Tolaik pilsētu apjoza mūri ar trīs torņiem un četriem vārtiem.,Cēsis kā pilsēta pirmo reizi minēta 1483. gadā. Tolaik pilsētu apjoza mūri ar trīs torņiem un četriem vārtiem.,False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 117}"
1624,Kurā gadā tika atvērts Ziemeļu terminālis?,Ziemeļu terminālis tika atvērts 2016. gadā.,Ziemeļu terminālis tika atvērts 2019. gadā.,False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 119}"
1625,"Cik pasažieru apkalpoja lidosta ""Rīga"" 2018. gadā?",2018. gadā lidostas pasažieru skaits pārsniedza 7 miljonus.,2018. gadā lidostas pasažieru skaits pārsniedza 5 miljonus.,False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 120}"
1626,Kas notika ar Cēsu pili Livonijas kara laikā?,"Livonijas kara laikā, 1577. gadā, Cēsu pils aizstāvji paši to uzspridzināja, lai nenonāktu krievu rokās. Ap 300 cilvēku, tostarp sievietes un bērni, palika aprakti zem pils drupām.","Livonijas kara laikā, 1577. gadā, Cēsu pils aizstāvji to atdeva krievu rokās, cerot uz drošu atkāpšanos.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 118}"
1627,Kad plānots pabeigt Rail Baltica dzelzceļa stacijas būvniecību pie lidostas?,Rail Baltica dzelzceļa stacijas būvniecību pie lidostas plānots pabeigt 2025. gada beigās.,Rail Baltica dzelzceļa stacijas būvniecību pie lidostas plānots pabeigt 2026. gada sākumā.,False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 121}"
1628,Kāda ir Latvijas demogrāfijas definīcija?,"Latvijas demogrāfija ir Latvijas iedzīvotāju demogrāfisko rādītāju kopums, kas ietver informāciju par iedzīvotāju skaitu, tautību, urbanizācijas līmeni, dzimumstruktūru, vecumstruktūru un citiem rādītājiem.","Latvijas demogrāfija ir Latvijas valsts teritorijas ģeogrāfisko rādītāju kopums, kas ietver informāciju par zemes platību, klimatu, kalnu un upju sistēmām.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 122}"
1629,Kāds bija aptuvenais Latvijas iedzīvotāju skaits 13. gadsimta vidū?,13. gadsimta vidū kopējais iedzīvotāju skaits tagadējās Latvijas teritorijā tiek lēsts ap 300 000.,13. gadsimta vidū kopējais iedzīvotāju skaits tagadējās Latvijas teritorijā tiek lēsts ap 100 000.,False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 124}"
1630,Kurš vēsturnieks veica iedzīvotāju skaita aplēses 1700. gadam?,"Vēsturnieks Edgars Dunsdorfs veica iedzīvotāju skaita aplēses 1700. gadam, lēstot, ka Latvijas teritorijā dzīvoja 465 000 iedzīvotāju.","Vēsturnieks Arveds Švābe veica iedzīvotāju skaita aplēses 1700. gadam, lēstot, ka Latvijas teritorijā dzīvoja 465 000 iedzīvotāju.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 125}"
1631,Kā mainījās latviešu īpatsvars Latvijā 19. gadsimta beigās un kāpēc?,"19. gadsimta beigās latviešu īpatsvars samazinājās Krievijas Impērijas pārkrievošanas politikas un industrializācijas rezultātā notikušās krievu un ebreju imigrācijas dēļ. 1897. gada tautas skaitīšana uzrādīja 68,3% latviešu, salīdzinot ar aptuveni 90% 18. gadsimta beigās.","19. gadsimta beigās latviešu īpatsvars samazinājās Krievijas Impērijas pārkrievošanas politikas un industrializācijas rezultātā notikušās poļu un baltvācu imigrācijas dēļ. 1897. gada tautas skaitīšana uzrādīja 68,3% latviešu, salīdzinot ar aptuveni 90% 18. gadsimta beigās.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 123}"
1632,Kurā gadā Jānis Kristaps Čakste absolvēja Maskavas Universitāti?,"Jānis Kristaps Čakste absolvēja Maskavas Universitāti 1886. gadā, aizstāvot diplomdarbu par romiešu tiesībām.","Jānis Kristaps Čakste absolvēja Maskavas Universitāti 1890. gadā, aizstāvot diplomdarbu par grieķu tiesībām.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 127}"
1633,Kāds bija summārais dzimstības koeficients Latvijā pirms Pirmā pasaules kara?,"Pirms Pirmā pasaules kara summārais dzimstības koeficients Latvijā bija nedaudz zemāks par 3,0 dzimušajiem uz vienu sievieti, kas ir apmēram par 10 procentiem zemāks nekā nepieciešams pilnai paaudžu nomaiņai.","Pirms Pirmā pasaules kara summārais dzimstības koeficients Latvijā bija nedaudz augstāks par 4,0 dzimušajiem uz vienu sievieti, kas ir apmēram par 10 procentiem augstāks nekā nepieciešams pilnai paaudžu nomaiņai.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 126}"
1634,Kādā sakarā Jānis Čakste apmeklēja ASV?,"1916. gada decembrī Bēgļu apgādāšanas centrālkomiteja nosūtīja Čaksti uz ASV līdzekļu vākšanas nolūkos, taču viņš nokļuva tikai līdz Stokholmai, kur uzzināja par Februāra revolūciju Krievijā.","1916. gada decembrī Bēgļu apgādāšanas centrālkomiteja nosūtīja Čaksti uz ASV diplomatisko sarunu nolūkos, taču viņš nokļuva tikai līdz Stokholmai, kur uzzināja par Februāra revolūciju Krievijā.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 129}"
1635,Kurā gadā Vaira Vīķe-Freiberga tika atzīta par Eiropas Gada cilvēku Latvijā?,Vaira Vīķe-Freiberga tika atzīta par Eiropas Gada cilvēku Latvijā 2001. gadā.,Vaira Vīķe-Freiberga tika atzīta par Eiropas Gada cilvēku Latvijā 1999. gadā.,False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 131}"
1636,Kādu apbalvojumu Jānis Čakste saņēma 1925. gadā?,1925. gada 24. februārī Jānis Čakste tika apbalvots ar I šķiras Triju Zvaigžņu ordeni.,1925. gada 24. februārī Jānis Čakste tika apbalvots ar II šķiras Triju Zvaigžņu ordeni.,False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 130}"
1637,Kura upe sadala Jēkabpili divās daļās?,Daugava sadala Jēkabpili divās daļās - Krustpilī un Jēkabpilī.,Lielupe sadala Jēkabpili divās daļās - Krustpilī un Jēkabpilī.,False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 134}"
1638,"Ar ko nodarbojās Vairas Vīķes-Freibergas vīrs, Imants Freibergs?","Līdz 1999. gadam Imants Freibergs bija profesors Kvebekas Universitātē Monreālā, bet no 2001. gada - Latvijas Informācijas un komunikāciju tehnoloģijas asociācijas (LIKTA) prezidents. Kopā ar sievu viņš arī nodarbojās ar dainu pētniecību.","Līdz 1999. gadam Imants Freibergs bija profesors Kvebekas Universitātē Monreālā, bet no 2001. gada - Latvijas Universitātes rektors. Kopā ar sievu viņš arī nodarbojās ar folkloras pētniecību.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 133}"
1639,Kādu lomu Jānis Čakste spēlēja IV Vispārējos latviešu Dziesmu un Mūzikas svētkos?,"Pēc Kurzemes lauku biedrību lūguma, Jānis Čakste panāca, ka IV Vispārējie latviešu Dziesmu un Mūzikas svētki notika Jelgavā 1895. gadā. Viņš arī daļēji finansēja svētkus, sedzot 4000 zelta rubļu lielus zaudējumus.","Pēc Kurzemes lauku biedrību lūguma, Jānis Čakste palīdzēja, lai IV Vispārējie latviešu Dziesmu un Mūzikas svētki notiktu Rīgā 1895. gadā. Viņš arī daļēji finansēja svētkus, sedzot 3000 zelta rubļu lielus zaudējumus.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 128}"
1640,Kādēļ Vaira Vīķe-Freiberga tika izvirzīta par Valsts prezidentes kandidāti 1999. gadā?,"1999. gadā Saeimai neizdevās vienoties par prezidenta kandidātu, un bija skaidrs, ka varēs ievēlēt tikai tādu personu, kura nav saistīta ne ar vienu partiju. Vaira Vīķe-Freiberga atbilda šiem kritērijiem.","1999. gadā Saeimai neizdevās vienoties par prezidenta kandidātu, un bija skaidrs, ka varēs ievēlēt tikai tādu personu, kura ir cieši saistīta ar kādu partiju. Vaira Vīķe-Freiberga atbilda šiem kritērijiem.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 132}"
1641,Kurā gadā Jēkabpilij piešķīra pilsētas tiesības?,"Hercogs Jēkabs apdzīvotai vietai, kas atradās Daugavas kreisajā krastā, piešķīra pilsētas tiesības 1670. gadā.",Hercogs Jēkabs apdzīvotai vietai piešķīra pilsētas tiesības 1610. gadā.,False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 135}"
1642,Cik liela ir Jēkabpils pilsētas teritorija?,"Jēkabpils pilsētas administratīvajās robežās teritorija aizņem 25,53 km2.","Jēkabpils pilsētas administratīvajās robežās teritorija aizņem 30,67 km2.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 136}"
1643,No kurienes cēlies Ventspils nosaukums?,"Ventspils nosaukums ir cēlies no Ventas upes, kas plūst cauri pilsētai.","Ventspils nosaukums ir cēlies no Daugavas upes, kas plūst cauri pilsētai.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 140}"
1644,Kad tika apvienotas Jēkabpils un Krustpils?,Jēkabpils un Krustpils tika administratīvi apvienotas 1962. gadā.,Jēkabpils un Krustpils tika administratīvi apvienotas 1972. gadā.,False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 138}"
1645,Kādi ir Jēkabpils pilsētas simboli?,"Par pilsētas simboliem tiek uzskatīta Krustpils pils un Jēkabpils Svētā Gara klosteris, kas attēloti Jēkabpils pilsētas logotipā.","Par pilsētas simboliem tiek uzskatīta Krustpils pils un Jēkabpils Rātsnams, kas attēloti Jēkabpils pilsētas logotipā.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 137}"
1646,Kas ir Jēkabpils iedzīvotāju skaita ziņā?,Jēkabpils ir 10. lielākā pilsēta Latvijā iedzīvotāju skaita ziņā.,Jēkabpils ir 5. lielākā pilsēta Latvijā iedzīvotāju skaita ziņā.,False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 139}"
1647,Kāds ir Ventspils klimats?,"Ventspilij ir izteikts piejūras klimats ar nelielu gada temperatūras amplitūdu, kas nozīmē samērā vēsas vasaras un siltas ziemas. Raksturīgi nepastāvīgi sala periodi, bieža mākoņainība, nokrišņi un migla. Pavasaris ir vēss, bet rudens garš.","Ventspilij ir kontinentāls klimats ar lielu gada temperatūras amplitūdu, kas nozīmē karstas vasaras un aukstas ziemas. Raksturīgi stabilie sala periodi, skaidrība, sausums un retas miglas. Pavasaris ir silts, bet rudens īss.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 142}"
1648,Kādas ir trīs vecākās Kurzemes pilsētas?,"Trīs vecākās Kurzemes pilsētas ir Aizpute, Kuldīga un Ventspils.","Trīs vecākās Kurzemes pilsētas ir Liepāja, Skrunda un Talsi.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 144}"
1649,Kāds ir Ventspils kā ostas pilsētas vēsturiskais nozīmīgums Kurzemes un Zemgales hercogistes laikā?,"Kurzemes un Zemgales hercogistes laikā, īpaši hercoga Jēkaba valdīšanas laikā (1642-1682), Ventspils bija nozīmīga ostas pilsēta un kuģubūves centrs. Šajā laikā tika uzbūvēti 44 karakuģi un 79 tirdzniecības kuģi, no kuriem daži tika pārdoti citām Eiropas valstīm.","Kurzemes un Zemgales hercogistes laikā, īpaši hercoga Jēkaba valdīšanas laikā (1642-1682), Ventspils nebija nozīmīga ostas pilsēta un kuģubūves centrs. Tajā laikā netika uzbūvēts neviens karakuģis vai tirdzniecības kuģis.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 141}"
1650,"Kad tika dibināta Kurzemes bīskapija, kas iezīmē mūsdienu Kurzemes teritoriālās identitātes sākumu?",Kurzemes bīskapija tika dibināta 1230. gadā. Šis gads tiek uzskatīts par mūsdienu Kurzemes teritoriālās identitātes sākumu.,Kurzemes bīskapija tika dibināta 1330. gadā. Šis gads tiek uzskatīts par mūsdienu Kurzemes teritoriālās identitātes sākumu.,False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 143}"
1651,No kāda etnonīma ir cēlies Kurzemes nosaukums un kur tas ir minēts?,"Kurzemes nosaukums ir cēlies no etnonīma ""kurši"" (senākā forma ""kursi"") jeb ""kūri"", kas rakstos kā Cori minēti jau 9. gadsimtā.","Kurzemes nosaukums ir cēlies no etnonīma ""latgaļi"", kas rakstos kā Cori minēti jau 9. gadsimtā.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 145}"
1652,Kāpēc šogad tika rīkots Pasaules āempionāts hokejā?,2023. gada Pasaules āempionāts hokejā bija 87. Pasaules āempionāts hokejā.,2023. gada Pasaules čempionāts hokejā bija 85. Pasaules čempionāts hokejā.,False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 147}"
1653,Kurš bija Anšlava Eglīša tēvs?,Anšlava Eglīša tēvs bija rakstnieks Viktors Eglītis.,Anšlava Eglīša tēvs bija rakstnieks Jānis Akuraters.,False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 149}"
1654,Kurā un kad notika 2023. gada Pasaules Āempionāts hokejā?,2023. gada Pasaules āempionāts hokejā notika Somijā (Tamperē) un Latvijā (Rīgā) no 2023. gada 12. līdz 28. maijam.,2023. gada Pasaules čempionāts hokejā notika Zviedrijā (Stokholmā) un Igaunijā (Tallinā) no 2023. gada 12. līdz 28. maijam.,False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 146}"
1655,Ar kādu slimību Anšlavs Eglītis saslima 1925. gadā?,"Anšlavs Eglītis 1925. gadā saslima ar tuberkulozi un devās ārstēties uz Leisenes sanatoriju Šveicē, netālu no Ženēvas.","Anšlavs Eglītis 1925. gadā saslima ar pneimoniju un devās ārstēties uz Leisenes sanatoriju Šveicē, netālu no Ženēvas.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 150}"
1656,Kad tika publicēts Anšlava Eglīša pirmais dzejoļu krājums?,"Anšlava Eglīša pirmais dzejoļu krājums ""Vientulis un dzīrotājs"" tika publicēts 1938. gadā.","Anšlava Eglīša pirmais dzejoļu krājums ""Vientulis un dzīrotājs"" tika publicēts 1948. gadā.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 151}"
1657,Kāda loma bija erceņģelim Miķelim viduslaiku katoļu tradīcijās?,Viduslaiku katoļu tradīcijās erceņģelis Miķelis bija karavīru aizbildnis.,Viduslaiku katoļu tradīcijās erceņģelis Miķelis bija ceļotāju aizbildnis.,False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 154}"
1658,Kur dzimis Uldis Dumpis?,"Uldis Dumpis ir dzimis Bauskā, Latvijā.","Uldis Dumpis ir dzimis Jelgavā, Latvijā.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 155}"
1659,Kāpēc Latvija un Somija ieguva tiesības rīkot 2023. gada Pasaules āempionātu hokejā?,"Latvija un Somija ieguva tiesības rīkot 2023. gada āempionātu, jo tas tika atāemts Krievijai pēc 2022. gada iebrukuma Ukrainā. Somija iepriekš bija uzņēmusi 2022. gada āempionātu, bet Latvija - 2021. gada āempionātu.","Latvija un Somija ieguva tiesības rīkot 2023. gada āempionātu, jo tas tika atņemts Kanādai pēc 2022. gada iebrukuma Ukrainā. Somija iepriekš bija uzņēmusi 2021. gada āempionātu, bet Latvija - 2020. gada āempionātu.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 148}"
1660,Kas notika ar Miķeļiem saistītajā derību tradīcijā?,"Miķeļi bija pēdējais laiks, kad vasarā nolūkoto meitu varēja bildināt un dzert derības. Pēc Miķeļiem bildināšana bija jāatliek uz citu gadu.","Miķeļi bija laiks, kad varēja sākt bildināt meitu un dzert derības, bet iepriekšējie mēneši tam nebija piemēroti.",False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 153}"
1661,"Kā sauca Miķeļdienas svētku rituālu, kas bija saistīts ar auglības nodrošināšanu nākamajiem gadiem?",Raksturīgākais Miķeļdienas pagāniskais rituāls bija Jumja ķeršana. Ar šī rituāla palīdzību zemkopji centās nodrošināt druvas auglību nākamajos gados.,Raksturīgākais Miķeļdienas pagāniskais rituāls bija Laimes meklēšana. Ar šī rituāla palīdzību zemkopji centās nodrošināt druvas auglību nākamajos gados.,False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 152}"
1662,Kādus mūzikas instrumentus spēlē Uldis Dumpis?,Uldis Dumpis ir apguvis klavierspēli un trompetes spēli mūzikas skolā.,Uldis Dumpis ir apguvis vijoles un flautas spēli mūzikas skolā.,False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 156}"
1663,Ar ko Uldis Dumpis ir precējies?,Viņa sieva ir televīzijas režisore Daina Dumpe (dzimusi Dzene).,Viņa sieva ir aktrise Maija Apine.,False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 157}"
1664,Ar kurām vēsturiskajām zemēm Zemgale bija cieši saistīta agrāk?,Zemgale agrāk bija cieši saistīta ar Kurzemes un Sēlijas zemēm.,Zemgale agrāk bija cieši saistīta ar Vidzemes un Latgales zemēm.,False,"{""modelname"": ""gpt-4o-2024-08-06"", ""load_dir"": ""lav_nonmatch_answers"", ""type_gen"": ""related"", ""original_data_idx"": 158}"
